map_id,map_name,total_score,ct_score,t_score,agent_1,agent_2,agent_3,agent_4,agent_5
718,Bind,14,4,8,GEKKO,DEADLOCK,RAZE,SKYE,BRIMSTONE
719,Haven,13,4,9,VIPER,RAZE,BRIMSTONE,FADE,GEKKO
720,Haven,5,3,2,GEKKO,RAZE,BRIMSTONE,DEADLOCK,SKYE
721,Abyss,17,7,5,OMEN,BREACH,JETT,KILLJOY,SOVA
722,Abyss,19,7,5,SOVA,BREACH,CYPHER,JETT,OMEN
723,Bind,2,2,0,GEKKO,RAZE,VIPER,BRIMSTONE,SKYE
724,Bind,13,3,10,GEKKO,RAZE,SKYE,VIPER,BRIMSTONE
725,Sunset,7,4,3,GEKKO,RAZE,VIPER,SKYE,BRIMSTONE
726,Sunset,13,5,8,GEKKO,RAZE,SKYE,VIPER,BRIMSTONE
727,Haven,13,8,5,BREACH,SOVA,JETT,KILLJOY,OMEN
728,Haven,9,5,4,CYPHER,NEON,SOVA,OMEN,BREACH
729,Ascent,5,5,0,JETT,KILLJOY,BREACH,OMEN,SOVA
730,Ascent,13,6,7,CYPHER,NEON,OMEN,SOVA,BREACH
731,Sunset,10,4,6,KILLJOY,OMEN,KAYO,JETT,SOVA
732,Sunset,13,6,7,CYPHER,JETT,OMEN,SOVA,DEADLOCK
733,Abyss,15,7,5,SOVA,CYPHER,JETT,KAYO,OMEN
734,Abyss,17,7,5,KAYO,SOVA,ASTRA,JETT,SAGE
735,Sunset,5,4,1,SOVA,JETT,CYPHER,OMEN,KAYO
736,Sunset,13,5,8,KAYO,SAGE,JETT,SOVA,ASTRA
737,Haven,14,4,8,OMEN,CYPHER,JETT,BREACH,SOVA
738,Haven,12,4,8,KILLJOY,SOVA,JETT,BREACH,OMEN
739,Sunset,14,3,9,JETT,OMEN,CYPHER,BREACH,SOVA
740,Sunset,12,3,9,KILLJOY,BREACH,JETT,SOVA,OMEN
741,Ascent,13,7,6,KAYO,KILLJOY,OMEN,JETT,SOVA
742,Ascent,9,6,3,KILLJOY,SOVA,OMEN,KAYO,JETT
743,Abyss,7,4,3,KAYO,KILLJOY,OMEN,JETT,OMEN
744,Abyss,13,5,8,SOVA,JETT,SOVA,BREACH,KILLJOY
745,Haven,13,2,11,KAYO,OMEN,BREACH,JETT,OMEN
746,Haven,6,1,5,SOVA,CYPHER,BREACH,SOVA,NEON
747,Lotus,7,3,4,OMEN,CYPHER,CYPHER,BREACH,SOVA
748,Lotus,13,4,9,JETT,OMEN,PHOENIX,SOVA,KILLJOY
749,Sunset,13,6,7,OMEN,BREACH,ISO,CYPHER,JETT
750,Sunset,9,3,6,OMEN,GEKKO,KILLJOY,FADE,RAZE
751,Haven,11,3,8,ISO,SOVA,NEON,CYPHER,OMEN
752,Haven,13,4,9,JETT,BREACH,KILLJOY,SOVA,OMEN
753,Abyss,7,3,4,NEON,ISO,SOVA,CYPHER,OMEN
754,Abyss,13,8,5,JETT,BREACH,KILLJOY,SOVA,OMEN
755,Sunset,13,7,6,SOVA,CYPHER,OMEN,BREACH,NEON
756,Sunset,8,6,2,NEON,SOVA,CYPHER,ISO,CLOVE
757,Ascent,13,9,4,OMEN,CYPHER,BREACH,SOVA,NEON
758,Ascent,6,3,3,NEON,ISO,CYPHER,CLOVE,SOVA
759,Ascent,13,8,5,YORU,CYPHER,OMEN,SOVA,DEADLOCK
760,Ascent,5,1,4,KILLJOY,ASTRA,JETT,SOVA,PHOENIX
761,Sunset,13,5,8,YORU,SOVA,CYPHER,OMEN,DEADLOCK
762,Sunset,9,2,7,ASTRA,KILLJOY,SOVA,JETT,PHOENIX
763,Bind,13,10,3,HARBOR,KILLJOY,SOVA,YORU,ASTRA
764,Bind,4,2,2,SOVA,OMEN,JETT,CYPHER,KAYO
765,Abyss,13,5,8,HARBOR,KILLJOY,SOVA,YORU,ASTRA
766,Abyss,10,3,7,SOVA,OMEN,JETT,CYPHER,KAYO
767,Lotus,13,4,9,RAZE,KILLJOY,VIPER,OMEN,FADE
768,Lotus,9,3,6,RAZE,KILLJOY,OMEN,FADE,VIPER
769,Haven,13,7,6,JETT,KILLJOY,SOVA,OMEN,BREACH
770,Haven,8,3,5,JETT,OMEN,BREACH,KILLJOY,SOVA
771,Abyss,13,8,5,OMEN,JETT,KAYO,SOVA,CYPHER
772,Abyss,11,7,4,JETT,CYPHER,OMEN,SOVA,PHOENIX
773,Ascent,8,4,4,KAYO,JETT,OMEN,CYPHER,SOVA
774,Ascent,13,5,8,OMEN,CYPHER,JETT,SOVA,PHOENIX
775,Sunset,5,2,3,JETT,KAYO,CYPHER,OMEN,SOVA
776,Sunset,13,9,4,ASTRA,JETT,SOVA,KILLJOY,PHOENIX
777,Abyss,13,10,3,HARBOR,YORU,SOVA,KILLJOY,ASTRA
778,Abyss,4,2,2,KAYO,SAGE,JETT,SOVA,ASTRA
779,Lotus,13,10,3,HARBOR,YORU,SOVA,ASTRA,KILLJOY
780,Lotus,5,3,2,SAGE,KAYO,JETT,ASTRA,SOVA
781,Sunset,13,7,6,NEON,KAYO,SOVA,CYPHER,OMEN
782,Sunset,9,4,5,RAZE,OMEN,GEKKO,BREACH,CYPHER
783,Lotus,13,11,2,NEON,KAYO,CYPHER,SOVA,OMEN
784,Lotus,5,4,1,RAZE,GEKKO,OMEN,CYPHER,BREACH
785,Lotus,9,6,3,OMEN,FADE,RAZE,KILLJOY,BREACH
786,Lotus,13,7,6,VIPER,RAZE,FADE,OMEN,CHAMBER
787,cebox,13,5,8,RAZE,KILLJOY,FADE,OMEN,BREACH
788,cebox,5,4,1,VIPER,RAZE,OMEN,FADE,CHAMBER
789,Sunset,13,2,11,JETT,ISO,SOVA,KILLJOY,VIPER
790,Sunset,1,1,0,SAGE,VIPER,CLOVE,KILLJOY,SOVA
791,Lotus,17,5,7,OMEN,CHAMBER,VIPER,RAZE,FADE
792,Lotus,15,5,7,FADE,OMEN,KILLJOY,NEON,BREACH
793,cebox,9,4,5,OMEN,RAZE,VIPER,CHAMBER,FADE
794,cebox,13,5,8,FADE,KILLJOY,OMEN,NEON,BREACH
795,Ascent,7,4,3,VIPER,SAGE,SOVA,KILLJOY,CLOVE
796,Ascent,13,9,4,SOVA,SAGE,KILLJOY,JETT,VIPER
797,Haven,13,6,7,BREACH,SOVA,NEON,KILLJOY,OMEN
798,Haven,10,4,6,JETT,KILLJOY,SOVA,OMEN,BREACH
799,Lotus,13,5,8,BREACH,SOVA,NEON,KILLJOY,OMEN
800,Lotus,8,4,4,JETT,SOVA,KILLJOY,OMEN,BREACH
801,Abyss,13,6,7,RAZE,SOVA,BREACH,ASTRA,CYPHER
802,Abyss,9,3,6,ASTRA,JETT,SOVA,CYPHER,OMEN
803,Ascent,13,9,4,RAZE,BREACH,SOVA,ASTRA,CYPHER
804,Ascent,10,8,2,ASTRA,JETT,SOVA,OMEN,CYPHER
805,Abyss,4,3,1,SOVA,JETT,CYPHER,OMEN,KAYO
806,Abyss,13,4,9,SOVA,OMEN,JETT,CYPHER,YORU
807,Haven,13,2,11,CYPHER,KAYO,JETT,SOVA,OMEN
808,Haven,6,1,5,JETT,SOVA,CYPHER,OMEN,YORU
809,Lotus,13,8,5,KILLJOY,BREACH,NEON,OMEN,SOVA
810,Lotus,10,7,3,NEON,OMEN,BREACH,SOVA,CYPHER
811,Sunset,10,1,9,NEON,SOVA,KAYO,OMEN,CYPHER
812,Sunset,13,3,10,KAYO,NEON,CYPHER,OMEN,SOVA
813,Abyss,13,7,6,KAYO,NEON,OMEN,SOVA,CYPHER
814,Abyss,5,0,5,CYPHER,OMEN,KAYO,NEON,SOVA
815,Haven,13,11,2,ASTRA,YORU,OMEN,CYPHER,SOVA
816,Haven,11,10,1,CYPHER,OMEN,KAYO,SOVA,JETT
817,Lotus,13,7,6,OMEN,YORU,BREACH,CYPHER,FADE
818,Lotus,10,5,5,SOVA,OMEN,RAZE,GEKKO,KILLJOY
819,Bind,7,6,1,OMEN,CYPHER,YORU,BREACH,FADE
820,Bind,13,7,6,OMEN,SOVA,KILLJOY,GEKKO,RAZE
821,Haven,13,4,9,OMEN,GEKKO,CLOVE,RAZE,SKYE
822,Haven,10,2,8,BRIMSTONE,SKYE,RAZE,VIPER,GEKKO
823,Lotus,13,11,2,FADE,VIPER,RAZE,OMEN,KILLJOY
824,Lotus,1,0,1,CYPHER,SOVA,BREACH,OMEN,NEON
825,cebox,13,5,8,VIPER,FADE,KILLJOY,OMEN,RAZE
826,cebox,5,4,1,CYPHER,OMEN,SOVA,BREACH,NEON
827,Abyss,13,3,10,OMEN,KAYO,JETT,SOVA,CYPHER
828,Abyss,6,2,4,SOVA,JETT,BREACH,ASTRA,CYPHER
829,Ascent,13,8,5,JETT,OMEN,KAYO,SOVA,CYPHER
830,Ascent,7,3,4,SOVA,ASTRA,JETT,BREACH,CYPHER
831,Ascent,2,1,1,SOVA,OMEN,JETT,KILLJOY,PHOENIX
832,Ascent,13,11,2,SOVA,ISO,CLOVE,KAYO,RAZE
833,Haven,0,0,0,SOVA,OMEN,KILLJOY,JETT,PHOENIX
834,Haven,13,1,12,SOVA,ISO,RAZE,CLOVE,KAYO
835,Haven,4,3,1,KILLJOY,JETT,SOVA,BREACH,OMEN
836,Haven,13,4,9,KILLJOY,SOVA,OMEN,BREACH,JETT
837,cebox,13,8,5,KILLJOY,SOVA,JETT,BREACH,OMEN
838,cebox,11,7,4,OMEN,KILLJOY,BREACH,SOVA,JETT
839,Lotus,8,7,1,KILLJOY,VIPER,REYNA,SOVA,NEON
840,Lotus,13,8,5,VIPER,KILLJOY,HARBOR,SOVA,JETT
841,Ascent,10,6,4,SOVA,OMEN,JETT,KILLJOY,KAYO
842,Ascent,13,7,6,JETT,KAYO,SOVA,CYPHER,OMEN
843,Haven,13,9,4,SOVA,OMEN,KAYO,JETT,KILLJOY
844,Haven,6,3,3,JETT,CYPHER,SOVA,KAYO,OMEN
845,Abyss,13,8,5,NEON,ISO,OMEN,SOVA,CYPHER
846,Abyss,4,0,4,JETT,CYPHER,SOVA,OMEN,BREACH
847,Bind,13,6,7,VIPER,BRIMSTONE,SOVA,SAGE,RAZE
848,Bind,6,5,1,RAZE,GEKKO,VIPER,SKYE,BRIMSTONE
849,Abyss,13,3,10,VIPER,SOVA,BRIMSTONE,RAZE,SAGE
850,Abyss,6,2,4,RAZE,VIPER,GEKKO,SKYE,BRIMSTONE
851,Ascent,8,7,1,SOVA,KAYO,JETT,CYPHER,OMEN
852,Ascent,13,8,5,JETT,VIPER,OMEN,KILLJOY,SKYE
853,Haven,13,7,6,JETT,CYPHER,SOVA,KAYO,OMEN
854,Haven,10,6,4,SKYE,KILLJOY,JETT,OMEN,VIPER
855,Sunset,14,9,3,ISO,CYPHER,SOVA,OMEN,YORU
856,Sunset,12,9,3,BREACH,CYPHER,OMEN,SOVA,NEON
857,Ascent,13,6,7,PHOENIX,OMEN,JETT,SOVA,KILLJOY
858,Ascent,10,4,6,KAYO,OMEN,KILLJOY,SOVA,JETT
859,Lotus,13,10,3,PHOENIX,JETT,OMEN,SOVA,KILLJOY
860,Lotus,3,1,2,KAYO,KILLJOY,OMEN,SOVA,JETT
861,Ascent,13,1,12,SOVA,KAYO,CYPHER,OMEN,JETT
862,Ascent,0,0,0,JETT,SOVA,OMEN,KILLJOY,KAYO
863,Haven,13,3,10,CYPHER,KAYO,SOVA,JETT,OMEN
864,Haven,3,2,1,JETT,SOVA,OMEN,KILLJOY,KAYO
865,cebox,13,5,8,JETT,VIPER,SOVA,KILLJOY,HARBOR
866,cebox,5,4,1,VIPER,SOVA,KILLJOY,SAGE,OMEN
867,Abyss,13,7,6,JETT,VIPER,SOVA,KILLJOY,HARBOR
868,Abyss,7,6,1,KILLJOY,SAGE,VIPER,SOVA,OMEN
869,Haven,13,5,8,BREACH,JETT,SOVA,KILLJOY,OMEN
870,Haven,7,0,7,SOVA,ISO,OMEN,YORU,CYPHER
871,Sunset,13,8,5,BREACH,JETT,SOVA,OMEN,KILLJOY
872,Sunset,9,7,2,ISO,SOVA,OMEN,YORU,CYPHER
873,Lotus,13,6,7,YORU,CYPHER,OMEN,BREACH,FADE
874,Lotus,10,4,6,OMEN,NEON,SOVA,BREACH,CYPHER
875,Haven,7,5,2,CYPHER,BREACH,YORU,FADE,OMEN
876,Haven,13,6,7,OMEN,NEON,BREACH,SOVA,CYPHER
877,Abyss,10,6,4,BREACH,CYPHER,SOVA,JETT,OMEN
878,Abyss,13,8,5,OMEN,JETT,KILLJOY,SOVA,BREACH
879,Bind,8,1,7,FADE,VIPER,BRIMSTONE,RAZE,PHOENIX
880,Bind,13,5,8,YORU,VIPER,BRIMSTONE,FADE,GEKKO
881,Ascent,16,7,5,RAZE,BRIMSTONE,FADE,VIPER,PHOENIX
882,Ascent,14,7,5,VIPER,YORU,GEKKO,FADE,BRIMSTONE
883,Haven,13,7,6,ASTRA,JETT,SOVA,KILLJOY,PHOENIX
884,Haven,9,6,3,SKYE,KILLJOY,VIPER,JETT,OMEN
885,Bind,13,6,7,BRIMSTONE,RAZE,SKYE,VIPER,SAGE
886,Bind,11,5,6,VIPER,GEKKO,BRIMSTONE,RAZE,SKYE
887,Sunset,12,6,6,BRIMSTONE,RAZE,VIPER,SAGE,SKYE
888,Sunset,14,6,6,GEKKO,BRIMSTONE,VIPER,SKYE,RAZE
889,Haven,12,4,8,OMEN,BREACH,CYPHER,RAZE,GEKKO
890,Haven,14,4,8,BREACH,NEON,OMEN,SOVA,CYPHER
891,Haven,13,6,7,OMEN,JETT,CYPHER,BREACH,SOVA
892,Haven,8,2,6,NEON,BREACH,CYPHER,SOVA,OMEN
893,Ascent,13,9,4,JETT,OMEN,CYPHER,BREACH,SOVA
894,Ascent,11,8,3,NEON,OMEN,BREACH,CYPHER,SOVA
895,Haven,13,6,7,BREACH,SOVA,OMEN,KILLJOY,JETT
896,Haven,8,5,3,NEON,SOVA,BREACH,OMEN,CYPHER
897,Ascent,13,9,4,OMEN,BREACH,SOVA,KILLJOY,JETT
898,Ascent,4,1,3,SOVA,BREACH,NEON,CYPHER,OMEN
899,cebox,13,7,6,REYNA,KILLJOY,VIPER,SOVA,GEKKO
900,cebox,8,6,2,JETT,SOVA,CLOVE,KILLJOY,VIPER
901,Haven,13,8,5,SOVA,GEKKO,KILLJOY,VIPER,REYNA
902,Haven,8,7,1,JETT,SOVA,CLOVE,KILLJOY,VIPER
903,Haven,10,6,4,CYPHER,OMEN,JETT,SOVA,BREACH
904,Haven,13,8,5,CYPHER,SOVA,OMEN,NEON,BREACH
905,cebox,13,10,3,CYPHER,OMEN,JETT,BREACH,SOVA
906,cebox,10,8,2,OMEN,SOVA,CYPHER,NEON,BREACH
907,Abyss,13,6,7,KILLJOY,VIPER,JETT,SOVA,KAYO
908,Abyss,10,5,5,JETT,VIPER,KAYO,CLOVE,KILLJOY
909,Bind,13,3,10,GEKKO,CYPHER,BRIMSTONE,RAZE,SKYE
910,Bind,11,2,9,BRIMSTONE,RAZE,GEKKO,VIPER,SKYE
911,Lotus,9,9,0,BRIMSTONE,GEKKO,CYPHER,SKYE,RAZE
912,Lotus,13,10,3,GEKKO,RAZE,BRIMSTONE,VIPER,SKYE
913,Sunset,13,8,4,BREACH,OMEN,FADE,RAZE,CYPHER
914,Sunset,15,8,4,RAZE,FADE,OMEN,CYPHER,BREACH
915,Sunset,13,6,7,NEON,CYPHER,BREACH,OMEN,SOVA
916,Sunset,10,5,5,BREACH,CYPHER,SOVA,NEON,OMEN
917,cebox,12,6,6,CYPHER,NEON,BREACH,OMEN,SOVA
918,cebox,14,6,6,BREACH,NEON,SOVA,CYPHER,OMEN
919,Ascent,13,8,5,KILLJOY,SOVA,JETT,VIPER,GEKKO
920,Ascent,9,7,2,JETT,KILLJOY,SOVA,REYNA,VIPER
921,Haven,14,9,3,ASTRA,KILLJOY,SOVA,JETT,BREACH
922,Haven,12,9,3,OMEN,NEON,SOVA,CHAMBER,BREACH
923,Bind,5,0,5,JETT,SOVA,KILLJOY,ASTRA,BREACH
924,Bind,13,7,6,OMEN,CHAMBER,BREACH,NEON,SOVA
925,Sunset,11,3,8,SKYE,RAZE,VIPER,DEADLOCK,BRIMSTONE
926,Sunset,13,4,9,SKYE,BRIMSTONE,VIPER,GEKKO,RAZE
927,cebox,7,7,0,KILLJOY,SOVA,VIPER,GEKKO,SAGE
928,cebox,13,8,5,VIPER,CLOVE,SOVA,JETT,KILLJOY
929,Haven,5,1,4,KILLJOY,SOVA,GEKKO,VIPER,SAGE
930,Haven,13,8,5,VIPER,CLOVE,JETT,SOVA,KILLJOY
931,Haven,2,2,0,OMEN,CYPHER,YORU,SOVA,ISO
932,Haven,13,3,10,KILLJOY,ASTRA,BREACH,SOVA,NEON
933,cebox,9,5,4,CYPHER,YORU,OMEN,SOVA,ISO
934,cebox,13,8,5,BREACH,KILLJOY,ASTRA,SOVA,NEON
935,Ascent,14,5,7,CYPHER,YORU,OMEN,SOVA,DEADLOCK
936,Ascent,12,5,7,ASTRA,KILLJOY,SOVA,PHOENIX,JETT
937,Lotus,9,6,3,YORU,SOVA,CYPHER,OMEN,DEADLOCK
938,Lotus,13,7,6,SOVA,KILLJOY,ASTRA,PHOENIX,JETT
939,Haven,14,6,6,RAZE,KAYO,CYPHER,OMEN,DEADLOCK
940,Haven,12,6,6,KILLJOY,OMEN,SOVA,RAZE,GEKKO
941,Sunset,11,5,6,GEKKO,CYPHER,KAYO,OMEN,RAZE
942,Sunset,13,6,7,CYPHER,RAZE,OMEN,BREACH,GEKKO
943,Abyss,2,2,0,GEKKO,RAZE,OMEN,CYPHER,KAYO
944,Abyss,13,3,10,BREACH,OMEN,CYPHER,GEKKO,RAZE
945,Lotus,13,2,11,NEON,OMEN,BREACH,CYPHER,SOVA
946,Lotus,1,1,0,RAZE,GEKKO,VIPER,OMEN,CHAMBER
947,cebox,13,5,8,NEON,BREACH,OMEN,CYPHER,SOVA
948,cebox,6,4,2,RAZE,OMEN,GEKKO,VIPER,CHAMBER
949,Haven,13,6,7,CYPHER,ISO,YORU,SOVA,OMEN
950,Haven,11,5,6,SOVA,JETT,DEADLOCK,OMEN,PHOENIX
951,Ascent,3,3,0,SOVA,YORU,ISO,CYPHER,OMEN
952,Ascent,13,4,9,SOVA,DEADLOCK,JETT,OMEN,PHOENIX
953,Sunset,9,7,2,KAYO,SOVA,JETT,OMEN,CYPHER
954,Sunset,13,8,5,SOVA,JETT,ASTRA,PHOENIX,KILLJOY
955,Lotus,13,7,6,RAZE,OMEN,KAYO,DEADLOCK,CYPHER
956,Lotus,11,6,5,BREACH,NEON,OMEN,SOVA,KILLJOY
957,Haven,5,1,4,RAZE,OMEN,KAYO,DEADLOCK,CYPHER
958,Haven,13,8,5,OMEN,NEON,BREACH,KILLJOY,SOVA
959,Abyss,7,1,6,JETT,SOVA,OMEN,BREACH,KILLJOY
960,Abyss,13,6,7,JETT,OMEN,SOVA,BREACH,CYPHER
961,Abyss,18,6,6,JETT,SOVA,ASTRA,KAYO,CYPHER
962,Abyss,16,6,6,BREACH,JETT,ASTRA,CYPHER,SOVA
963,cebox,11,6,5,JETT,SOVA,KAYO,CYPHER,ASTRA
964,cebox,13,7,6,JETT,ASTRA,SOVA,CYPHER,BREACH
965,Sunset,20,5,7,JETT,SOVA,SAGE,KILLJOY,VIPER
966,Sunset,18,5,7,SOVA,JETT,VIPER,KILLJOY,GEKKO
967,Haven,10,6,4,KILLJOY,CHAMBER,OMEN,SOVA,BREACH
968,Haven,13,7,6,CYPHER,SOVA,JETT,OMEN,BREACH
969,Sunset,6,6,0,KILLJOY,CHAMBER,BREACH,OMEN,SOVA
970,Sunset,13,7,6,OMEN,JETT,CYPHER,SOVA,BREACH
971,cebox,13,2,11,ISO,CLOVE,KILLJOY,SOVA,HARBOR
972,cebox,1,1,0,VIPER,SOVA,KAYO,KILLJOY,JETT
973,Haven,13,5,7,ISO,HARBOR,CLOVE,SOVA,KILLJOY
974,Haven,15,5,7,VIPER,KAYO,SOVA,KILLJOY,JETT
975,Lotus,13,4,9,BREACH,SOVA,OMEN,JETT,KILLJOY
976,Lotus,9,3,6,OMEN,CYPHER,BREACH,NEON,SOVA
977,Abyss,4,3,1,BREACH,OMEN,CYPHER,JETT,SOVA
978,Abyss,13,4,9,SOVA,BREACH,ASTRA,RAZE,CYPHER
979,Ascent,10,3,7,CYPHER,OMEN,BREACH,JETT,SOVA
980,Ascent,13,4,9,SOVA,RAZE,ASTRA,BREACH,CYPHER
981,Abyss,5,2,3,BREACH,OMEN,CYPHER,SOVA,JETT
982,Abyss,13,3,10,SOVA,JETT,HARBOR,OMEN,CYPHER
983,Sunset,10,6,4,BREACH,OMEN,SOVA,CYPHER,JETT
984,Sunset,13,8,5,HARBOR,OMEN,CYPHER,JETT,SOVA
985,Abyss,13,8,5,JETT,GEKKO,CYPHER,ASTRA,BREACH
986,Abyss,5,1,4,SOVA,ASTRA,YORU,DEADLOCK,OMEN
987,cebox,11,5,6,GEKKO,JETT,BREACH,CYPHER,ASTRA
988,cebox,13,6,7,ASTRA,SOVA,YORU,DEADLOCK,OMEN
989,Ascent,13,7,6,JETT,KILLJOY,ISO,ASTRA,GEKKO
990,Ascent,5,0,5,GEKKO,SOVA,KILLJOY,VIPER,JETT
991,Ascent,13,0,0,JETT,OMEN,CYPHER,BREACH,SOVA
992,Ascent,10,0,0,KAYO,OMEN,SOVA,JETT,CYPHER
993,Abyss,7,6,1,JETT,CYPHER,OMEN,SOVA,BREACH
994,Abyss,13,7,6,KAYO,OMEN,SOVA,JETT,CYPHER
995,Haven,11,4,7,SOVA,NEON,CYPHER,BREACH,OMEN
996,Haven,13,5,8,BREACH,SOVA,OMEN,NEON,KILLJOY
997,Haven,6,3,3,NEON,CYPHER,BREACH,OMEN,SOVA
998,Haven,13,9,4,SOVA,NEON,CYPHER,BREACH,OMEN
999,Sunset,13,2,11,NEON,CYPHER,OMEN,BREACH,SOVA
1000,Sunset,4,1,3,BREACH,SOVA,NEON,CYPHER,OMEN
1001,Lotus,13,6,7,NEON,OMEN,CYPHER,KAYO,SOVA
1002,Lotus,9,3,6,KAYO,OMEN,SOVA,RAZE,CYPHER
1003,Bind,11,5,6,OMEN,NEON,FADE,CLOVE,BREACH
1004,Bind,13,6,7,OMEN,KILLJOY,VIPER,RAZE,FADE
1005,Abyss,13,5,8,RAZE,VIPER,FADE,BRIMSTONE,GEKKO
1006,Abyss,9,4,5,RAZE,BRIMSTONE,GEKKO,FADE,VIPER
1007,cebox,7,2,5,VIPER,SOVA,JETT,KILLJOY,HARBOR
1008,cebox,13,7,6,NEON,VIPER,SOVA,GEKKO,KILLJOY
1009,Sunset,13,4,8,VIPER,HARBOR,JETT,SOVA,KILLJOY
1010,Sunset,15,4,8,SOVA,NEON,VIPER,GEKKO,KILLJOY
1011,Abyss,13,8,5,NEON,BREACH,CYPHER,SOVA,OMEN
1012,Abyss,9,7,2,RAZE,SOVA,KAYO,CYPHER,OMEN
1013,Lotus,3,1,2,HARBOR,OMEN,JETT,SOVA,CYPHER
1014,Lotus,13,2,11,CYPHER,ASTRA,SOVA,GEKKO,JETT
1015,Haven,8,3,5,RAZE,OMEN,SAGE,GEKKO,KILLJOY
1016,Haven,13,7,6,OMEN,CYPHER,SOVA,BREACH,NEON
1017,cebox,13,8,5,SAGE,GEKKO,RAZE,OMEN,KILLJOY
1018,cebox,9,7,2,OMEN,NEON,BREACH,CYPHER,SOVA
1019,Abyss,13,8,5,VIPER,KILLJOY,SOVA,NEON,GEKKO
1020,Abyss,7,3,4,KILLJOY,JETT,KAYO,SOVA,VIPER
1021,cebox,14,9,3,KILLJOY,JETT,SOVA,VIPER,KAYO
1022,cebox,16,9,3,JETT,VIPER,HARBOR,KILLJOY,SOVA
1023,Lotus,13,5,8,KILLJOY,VIPER,JETT,SOVA,KAYO
1024,Lotus,4,4,0,HARBOR,JETT,KILLJOY,SOVA,VIPER
1025,Abyss,13,7,6,CLOVE,OMEN,BREACH,NEON,FADE
1026,Abyss,11,6,5,CYPHER,RAZE,BREACH,FADE,OMEN
1027,Abyss,5,5,0,ASTRA,JETT,GEKKO,SOVA,CYPHER
1028,Abyss,13,6,7,KAYO,OMEN,SOVA,CYPHER,JETT
1029,Sunset,13,7,6,JETT,SOVA,GEKKO,ASTRA,CYPHER
1030,Sunset,5,0,5,OMEN,KAYO,CYPHER,SOVA,JETT
1031,cebox,13,5,8,RAZE,SOVA,OMEN,KAYO,CYPHER
1032,cebox,10,3,7,NEON,OMEN,CYPHER,SOVA,BREACH
1033,Sunset,13,4,9,CYPHER,GEKKO,KAYO,RAZE,OMEN
1034,Sunset,11,3,8,SOVA,BREACH,RAZE,CYPHER,ASTRA
1035,Bind,9,2,7,CYPHER,RAZE,GEKKO,KAYO,OMEN
1036,Bind,13,5,8,SOVA,RAZE,BREACH,CYPHER,ASTRA
1037,Lotus,13,5,8,RAZE,VIPER,GEKKO,FADE,BRIMSTONE
1038,Lotus,6,4,2,VIPER,RAZE,FADE,ASTRA,GEKKO
1039,cebox,15,5,7,KILLJOY,VIPER,JETT,HARBOR,SOVA
1040,cebox,13,5,7,VIPER,NEON,KILLJOY,SOVA,GEKKO
1041,Lotus,13,4,9,JETT,HARBOR,VIPER,KILLJOY,SOVA
1042,Lotus,10,2,8,VIPER,KILLJOY,NEON,SOVA,GEKKO
1043,Haven,13,5,8,OMEN,NEON,CYPHER,SOVA,BREACH
1044,Haven,9,4,5,BREACH,NEON,SOVA,OMEN,CYPHER
1045,Lotus,9,6,3,NEON,OMEN,CYPHER,SOVA,BREACH
1046,Lotus,13,7,6,BREACH,CYPHER,SOVA,NEON,OMEN
1047,Sunset,6,2,4,FADE,KILLJOY,RAZE,VIPER,OMEN
1048,Sunset,13,3,10,BREACH,OMEN,CLOVE,FADE,NEON
1049,Haven,3,0,3,VIPER,OMEN,SOVA,KILLJOY,YORU
1050,Haven,13,9,4,ISO,CYPHER,YORU,SOVA,OMEN
1051,Bind,11,4,7,OMEN,SOVA,KILLJOY,VIPER,YORU
1052,Bind,13,5,8,ISO,SOVA,YORU,CYPHER,OMEN
1053,Lotus,13,3,10,RAZE,VIPER,FADE,OMEN,CHAMBER
1054,Lotus,3,2,1,RAZE,VIPER,FADE,KILLJOY,OMEN
1055,Abyss,13,9,4,FADE,RAZE,VIPER,OMEN,CHAMBER
1056,Abyss,5,2,3,RAZE,OMEN,KILLJOY,VIPER,FADE
1057,Lotus,13,9,4,OMEN,KILLJOY,VIPER,FADE,RAZE
1058,Lotus,3,0,3,RAZE,FADE,VIPER,KILLJOY,OMEN
1059,Abyss,14,3,9,VIPER,OMEN,KILLJOY,FADE,RAZE
1060,Abyss,12,3,9,RAZE,FADE,VIPER,KILLJOY,OMEN
1061,cebox,14,4,8,KILLJOY,SOVA,HARBOR,VIPER,GEKKO
1062,cebox,16,4,8,SOVA,KILLJOY,JETT,VIPER,HARBOR
1063,Abyss,5,1,4,KILLJOY,VIPER,SOVA,HARBOR,GEKKO
1064,Abyss,13,8,5,SOVA,JETT,VIPER,HARBOR,KILLJOY
1065,Bind,7,2,5,CYPHER,RAZE,BRIMSTONE,SKYE,DEADLOCK
1066,Bind,13,3,10,GEKKO,BRIMSTONE,RAZE,VIPER,FADE
1067,Sunset,10,8,2,CYPHER,BRIMSTONE,RAZE,SKYE,DEADLOCK
1068,Sunset,13,10,3,RAZE,GEKKO,VIPER,BRIMSTONE,FADE
1069,Sunset,13,6,6,BREACH,CYPHER,SOVA,NEON,OMEN
1070,Sunset,15,6,6,NEON,OMEN,BREACH,FADE,CYPHER
1071,Haven,8,6,2,CYPHER,BREACH,OMEN,SOVA,NEON
1072,Haven,13,7,6,NEON,BREACH,OMEN,FADE,CYPHER
