map_id,map_name,total_score,ct_score,t_score,agent_1,agent_2,agent_3,agent_4,agent_5
357,Sunset,13,7,6,RAZE,VIPER,FADE,BRIMSTONE,GEKKO
358,Sunset,5,0,5,CYPHER,BREACH,BRIMSTONE,NEON,DEADLOCK
359,Lotus,13,6,7,NEON,CYPHER,OMEN,SOVA,BREACH
360,Lotus,9,5,4,CYPHER,NEON,BREACH,GEKKO,OMEN
361,Lotus,7,3,4,NEON,BREACH,YORU,OMEN,SOVA
362,Lotus,13,8,5,CLOVE,KAYO,FADE,OMEN,NEON
363,Haven,9,6,3,YORU,NEON,BREACH,OMEN,SOVA
364,Haven,13,7,6,CLOVE,KAYO,FADE,OMEN,NEON
365,Sunset,14,4,8,YORU,CYPHER,OMEN,GEKKO,BREACH
366,Sunset,12,4,8,NEON,OMEN,CYPHER,SOVA,BREACH
367,cebox,15,8,4,OMEN,YORU,GEKKO,BREACH,CYPHER
368,cebox,13,8,4,OMEN,NEON,CYPHER,BREACH,SOVA
369,Bind,12,4,8,RAZE,VIPER,BRIMSTONE,FADE,GEKKO
370,Bind,14,4,8,GEKKO,DEADLOCK,RAZE,SKYE,BRIMSTONE
371,Haven,13,4,9,VIPER,RAZE,BRIMSTONE,FADE,GEKKO
372,Haven,5,3,2,GEKKO,RAZE,BRIMSTONE,DEADLOCK,SKYE
373,Abyss,17,7,5,OMEN,BREACH,JETT,KILLJOY,SOVA
374,Abyss,19,7,5,SOVA,BREACH,CYPHER,JETT,OMEN
375,Bind,2,2,0,GEKKO,RAZE,VIPER,BRIMSTONE,SKYE
376,Bind,13,3,10,GEKKO,RAZE,SKYE,VIPER,BRIMSTONE
377,Sunset,7,4,3,GEKKO,RAZE,VIPER,SKYE,BRIMSTONE
378,Sunset,13,5,8,GEKKO,RAZE,SKYE,VIPER,BRIMSTONE
379,Haven,13,8,5,BREACH,SOVA,JETT,KILLJOY,OMEN
380,Haven,9,5,4,CYPHER,NEON,SOVA,OMEN,BREACH
381,Ascent,5,5,0,JETT,KILLJOY,BREACH,OMEN,SOVA
382,Ascent,13,6,7,CYPHER,NEON,OMEN,SOVA,BREACH
383,Sunset,10,4,6,KILLJOY,OMEN,KAYO,JETT,SOVA
384,Sunset,13,6,7,CYPHER,JETT,OMEN,SOVA,DEADLOCK
385,Abyss,15,7,5,SOVA,CYPHER,JETT,KAYO,OMEN
386,Abyss,17,7,5,KAYO,SOVA,ASTRA,JETT,SAGE
387,Sunset,5,4,1,SOVA,JETT,CYPHER,OMEN,KAYO
388,Sunset,13,5,8,KAYO,SAGE,JETT,SOVA,ASTRA
389,Haven,14,4,8,OMEN,CYPHER,JETT,BREACH,SOVA
390,Haven,12,4,8,KILLJOY,SOVA,JETT,BREACH,OMEN
391,Sunset,14,3,9,JETT,OMEN,CYPHER,BREACH,SOVA
392,Sunset,12,3,9,KILLJOY,BREACH,JETT,SOVA,OMEN
393,Ascent,13,7,6,KAYO,KILLJOY,OMEN,JETT,SOVA
394,Ascent,9,6,3,KILLJOY,SOVA,OMEN,KAYO,JETT
395,Abyss,7,4,3,KAYO,KILLJOY,OMEN,JETT,OMEN
396,Abyss,13,5,8,SOVA,JETT,SOVA,BREACH,KILLJOY
397,Haven,13,2,11,KAYO,OMEN,BREACH,JETT,OMEN
398,Haven,6,1,5,SOVA,CYPHER,BREACH,SOVA,NEON
399,Lotus,7,3,4,OMEN,CYPHER,CYPHER,BREACH,SOVA
400,Lotus,13,4,9,JETT,OMEN,PHOENIX,SOVA,KILLJOY
401,Sunset,13,6,7,OMEN,BREACH,ISO,CYPHER,JETT
402,Sunset,9,3,6,OMEN,GEKKO,KILLJOY,FADE,RAZE
403,Haven,11,3,8,ISO,SOVA,NEON,CYPHER,OMEN
404,Haven,13,4,9,JETT,BREACH,KILLJOY,SOVA,OMEN
405,Abyss,7,3,4,NEON,ISO,SOVA,CYPHER,OMEN
406,Abyss,13,8,5,JETT,BREACH,KILLJOY,SOVA,OMEN
407,Sunset,13,7,6,SOVA,CYPHER,OMEN,BREACH,NEON
408,Sunset,8,6,2,NEON,SOVA,CYPHER,ISO,CLOVE
409,Ascent,13,9,4,OMEN,CYPHER,BREACH,SOVA,NEON
410,Ascent,6,3,3,NEON,ISO,CYPHER,CLOVE,SOVA
411,Ascent,13,8,5,YORU,CYPHER,OMEN,SOVA,DEADLOCK
412,Ascent,5,1,4,KILLJOY,ASTRA,JETT,SOVA,PHOENIX
413,Sunset,13,5,8,YORU,SOVA,CYPHER,OMEN,DEADLOCK
414,Sunset,9,2,7,ASTRA,KILLJOY,SOVA,JETT,PHOENIX
415,Bind,13,10,3,HARBOR,KILLJOY,SOVA,YORU,ASTRA
416,Bind,4,2,2,SOVA,OMEN,JETT,CYPHER,KAYO
417,Abyss,13,5,8,HARBOR,KILLJOY,SOVA,YORU,ASTRA
418,Abyss,10,3,7,SOVA,OMEN,JETT,CYPHER,KAYO
419,Lotus,13,6,7,NEON,SOVA,OMEN,BREACH,CYPHER
420,Lotus,11,5,6,YORU,NEON,SOVA,BREACH,OMEN
421,Ascent,3,0,3,SOVA,NEON,CYPHER,OMEN,BREACH
422,Ascent,13,9,4,YORU,NEON,BREACH,OMEN,SOVA
423,cebox,13,5,8,SOVA,VYSE,KILLJOY,JETT,OMEN
424,cebox,9,4,5,NEON,YORU,SOVA,OMEN,HARBOR
425,Sunset,12,5,7,GEKKO,OMEN,YORU,BREACH,CYPHER
426,Sunset,14,5,7,OMEN,CYPHER,GEKKO,NEON,BREACH
427,cebox,13,8,5,CYPHER,BREACH,YORU,GEKKO,OMEN
428,cebox,6,2,4,OMEN,GEKKO,CYPHER,BREACH,NEON
429,Haven,13,5,8,KAYO,KILLJOY,OMEN,VIPER,GEKKO
430,Haven,9,2,7,GEKKO,KILLJOY,OMEN,VIPER,REYNA
431,Abyss,11,7,4,JETT,KAYO,OMEN,CYPHER,SOVA
432,Abyss,13,8,5,CYPHER,OMEN,GEKKO,JETT,SOVA
433,cebox,4,0,4,KAYO,JETT,CYPHER,OMEN,SOVA
434,cebox,13,8,5,CYPHER,OMEN,JETT,GEKKO,SOVA
435,Haven,9,8,1,NEON,SOVA,OMEN,BREACH,CYPHER
436,Haven,13,9,4,KILLJOY,VIPER,OMEN,SKYE,JETT
437,Ascent,6,5,1,SOVA,NEON,OMEN,BREACH,CYPHER
438,Ascent,13,6,7,KILLJOY,VIPER,OMEN,SKYE,JETT
439,Bind,13,3,9,SKYE,VIPER,RAZE,GEKKO,BRIMSTONE
440,Bind,15,3,9,CYPHER,RAZE,OMEN,BREACH,SKYE
441,cebox,14,5,7,SKYE,GEKKO,VIPER,RAZE,BRIMSTONE
442,cebox,12,5,7,OMEN,CYPHER,RAZE,SKYE,BREACH
443,Sunset,13,5,8,GEKKO,SOVA,KILLJOY,VIPER,JETT
444,Sunset,11,4,7,VIPER,JETT,KILLJOY,SOVA,ISO
445,Lotus,9,3,6,SOVA,RAZE,KILLJOY,OMEN,GEKKO
446,Lotus,13,4,9,BREACH,OMEN,CYPHER,NEON,SOVA
447,Abyss,9,4,5,RAZE,KILLJOY,SOVA,OMEN,GEKKO
448,Abyss,13,7,6,BREACH,NEON,CYPHER,OMEN,SOVA
449,Bind,8,1,7,JETT,OMEN,CYPHER,SOVA,PHOENIX
450,Bind,13,5,8,JETT,KAYO,OMEN,CYPHER,SOVA
451,Sunset,0,0,0,CYPHER,BREACH,SOVA,OMEN,RAZE
452,Sunset,13,12,1,OMEN,NEON,SOVA,CYPHER,BREACH
453,Haven,2,2,0,CYPHER,BREACH,SOVA,OMEN,RAZE
454,Haven,13,3,10,SOVA,NEON,CYPHER,OMEN,BREACH
455,Sunset,5,1,4,CYPHER,NEON,SOVA,BREACH,OMEN
456,Sunset,13,8,5,NEON,OMEN,BREACH,SOVA,CYPHER
457,Haven,13,10,3,NEON,CYPHER,SOVA,OMEN,BREACH
458,Haven,3,1,2,NEON,OMEN,SOVA,BREACH,CYPHER
459,Abyss,13,9,4,ISO,OMEN,YORU,SOVA,CYPHER
460,Abyss,9,6,3,NEON,CYPHER,OMEN,BREACH,SOVA
461,Sunset,13,10,3,CYPHER,KAYO,NEON,SOVA,OMEN
462,Sunset,4,2,2,NEON,BREACH,CYPHER,GEKKO,OMEN
463,Bind,13,10,3,CYPHER,KAYO,NEON,OMEN,SOVA
464,Bind,5,3,2,NEON,BREACH,CYPHER,GEKKO,OMEN
465,cebox,11,5,6,VIPER,KILLJOY,SAGE,SOVA,JETT
466,cebox,13,6,7,OMEN,VIPER,KAYO,GEKKO,KILLJOY
467,Sunset,13,5,8,VIPER,JETT,SAGE,KILLJOY,SOVA
468,Sunset,11,4,7,OMEN,VIPER,GEKKO,KAYO,KILLJOY
469,Haven,12,5,7,CYPHER,NEON,BREACH,OMEN,SOVA
470,Haven,14,5,7,YORU,CYPHER,GEKKO,BREACH,OMEN
471,Sunset,10,4,6,CYPHER,BREACH,SOVA,OMEN,NEON
472,Sunset,13,5,8,SOVA,BREACH,NEON,CYPHER,OMEN
473,Abyss,13,7,6,BREACH,NEON,SOVA,CYPHER,OMEN
474,Abyss,7,6,1,BREACH,CYPHER,SOVA,NEON,OMEN
475,Bind,13,3,10,SOVA,JETT,KAYO,CYPHER,OMEN
476,Bind,10,1,9,JETT,SOVA,OMEN,KAYO,CYPHER
477,Sunset,13,6,7,NEON,SOVA,BREACH,OMEN,CYPHER
478,Sunset,10,5,5,RAZE,BREACH,OMEN,CYPHER,SOVA
479,Haven,13,9,4,NEON,SOVA,CYPHER,OMEN,BREACH
480,Haven,11,8,3,BREACH,OMEN,RAZE,SOVA,CYPHER
481,Abyss,2,0,2,KAYO,OMEN,CYPHER,JETT,SOVA
482,Abyss,13,10,3,SOVA,ASTRA,BREACH,JETT,CYPHER
483,Haven,7,4,3,KAYO,SOVA,CYPHER,OMEN,JETT
484,Haven,13,5,8,SOVA,ASTRA,BREACH,JETT,CYPHER
485,Haven,13,9,4,DEADLOCK,YORU,ASTRA,BREACH,KILLJOY
486,Haven,7,4,3,YORU,ISO,CYPHER,OMEN,SOVA
487,Bind,13,5,8,YORU,DEADLOCK,BREACH,ASTRA,KILLJOY
488,Bind,8,4,4,YORU,ISO,CYPHER,SOVA,OMEN
489,Lotus,13,4,9,CLOVE,KAYO,OMEN,NEON,FADE
490,Lotus,7,3,4,NEON,CYPHER,BREACH,SOVA,OMEN
491,Sunset,13,8,5,CLOVE,NEON,FADE,KAYO,OMEN
492,Sunset,6,2,4,NEON,SOVA,CYPHER,BREACH,OMEN
493,Haven,4,0,4,SKYE,KILLJOY,OMEN,VIPER,JETT
494,Haven,13,8,5,SOVA,OMEN,JETT,KILLJOY,BREACH
495,Lotus,13,8,5,OMEN,KILLJOY,JETT,SKYE,VIPER
496,Lotus,10,6,4,OMEN,KILLJOY,SOVA,JETT,BREACH
497,cebox,9,6,3,RAZE,OMEN,VIPER,KILLJOY,FADE
498,cebox,13,7,6,OMEN,CYPHER,FADE,YORU,BREACH
499,Sunset,13,7,6,OMEN,NEON,BREACH,CYPHER,GEKKO
500,Sunset,11,6,5,NEON,BREACH,CYPHER,SOVA,OMEN
501,cebox,11,5,6,NEON,GEKKO,OMEN,CYPHER,BREACH
502,cebox,13,6,7,CYPHER,BREACH,NEON,SOVA,OMEN
503,Abyss,9,4,5,REYNA,GEKKO,KILLJOY,OMEN,VIPER
504,Abyss,13,7,6,JETT,SOVA,KILLJOY,KAYO,VIPER
505,Abyss,13,7,6,JETT,VIPER,SOVA,YORU,ASTRA
506,Abyss,10,6,4,JETT,OMEN,KAYO,ASTRA,SOVA
507,Haven,13,3,10,JETT,VIPER,SOVA,YORU,ASTRA
508,Haven,6,2,4,JETT,OMEN,KAYO,SOVA,ASTRA
509,Bind,13,7,6,BREACH,CYPHER,YORU,RAZE,OMEN
510,Bind,6,1,5,CYPHER,VIPER,RAZE,SKYE,OMEN
511,Haven,13,10,3,YORU,CYPHER,OMEN,BREACH,RAZE
512,Haven,3,1,2,CYPHER,VIPER,SKYE,RAZE,OMEN
513,Sunset,13,5,7,CYPHER,SOVA,NEON,BREACH,OMEN
514,Sunset,15,5,7,NEON,CYPHER,BREACH,SOVA,OMEN
515,Haven,7,2,5,CYPHER,NEON,SOVA,BREACH,OMEN
516,Haven,13,3,10,NEON,CYPHER,BREACH,OMEN,SOVA
517,cebox,6,1,5,VIPER,OMEN,GEKKO,REYNA,KILLJOY
518,cebox,13,7,6,JETT,KILLJOY,HARBOR,VIPER,SOVA
519,Bind,13,9,4,VIPER,OMEN,REYNA,KILLJOY,GEKKO
520,Bind,6,3,3,JETT,KILLJOY,HARBOR,VIPER,SOVA
521,Haven,5,3,2,RAZE,BRIMSTONE,DEADLOCK,SKYE,GEKKO
522,Haven,13,4,9,RAZE,VIPER,BRIMSTONE,SKYE,GEKKO
523,Abyss,13,4,9,JETT,KAYO,SOVA,OMEN,CYPHER
524,Abyss,8,3,5,CYPHER,ASTRA,JETT,BREACH,GEKKO
525,Sunset,3,3,0,SOVA,KAYO,JETT,OMEN,CYPHER
526,Sunset,13,4,9,ASTRA,CYPHER,BREACH,JETT,GEKKO
527,Haven,13,9,4,GEKKO,RAZE,BREACH,CYPHER,OMEN
528,Haven,7,4,3,SOVA,BREACH,OMEN,CYPHER,NEON
529,Bind,8,5,3,VIPER,BRIMSTONE,RAZE,FADE,GEKKO
530,Bind,13,6,7,BRIMSTONE,BREACH,CYPHER,DEADLOCK,NEON
531,Sunset,13,7,6,RAZE,VIPER,FADE,BRIMSTONE,GEKKO
532,Sunset,5,0,5,CYPHER,BREACH,BRIMSTONE,NEON,DEADLOCK
533,Lotus,13,6,7,NEON,CYPHER,OMEN,SOVA,BREACH
534,Lotus,9,5,4,CYPHER,NEON,BREACH,GEKKO,OMEN
535,Lotus,7,3,4,NEON,BREACH,YORU,OMEN,SOVA
536,Lotus,13,8,5,CLOVE,KAYO,FADE,OMEN,NEON
537,Haven,9,6,3,YORU,NEON,BREACH,OMEN,SOVA
538,Haven,13,7,6,CLOVE,KAYO,FADE,OMEN,NEON
539,Sunset,14,4,8,YORU,CYPHER,OMEN,GEKKO,BREACH
540,Sunset,12,4,8,NEON,OMEN,CYPHER,SOVA,BREACH
541,cebox,15,8,4,OMEN,YORU,GEKKO,BREACH,CYPHER
542,cebox,13,8,4,OMEN,NEON,CYPHER,BREACH,SOVA
543,Bind,12,4,8,RAZE,VIPER,BRIMSTONE,FADE,GEKKO
544,Bind,14,4,8,GEKKO,DEADLOCK,RAZE,SKYE,BRIMSTONE
545,Haven,13,4,9,VIPER,RAZE,BRIMSTONE,FADE,GEKKO
546,Haven,5,3,2,GEKKO,RAZE,BRIMSTONE,DEADLOCK,SKYE
547,Abyss,17,7,5,OMEN,BREACH,JETT,KILLJOY,SOVA
548,Abyss,19,7,5,SOVA,BREACH,CYPHER,JETT,OMEN
549,Bind,2,2,0,GEKKO,RAZE,VIPER,BRIMSTONE,SKYE
550,Bind,13,3,10,GEKKO,RAZE,SKYE,VIPER,BRIMSTONE
551,Sunset,7,4,3,GEKKO,RAZE,VIPER,SKYE,BRIMSTONE
552,Sunset,13,5,8,GEKKO,RAZE,SKYE,VIPER,BRIMSTONE
553,Haven,13,8,5,BREACH,SOVA,JETT,KILLJOY,OMEN
554,Haven,9,5,4,CYPHER,NEON,SOVA,OMEN,BREACH
555,Ascent,5,5,0,JETT,KILLJOY,BREACH,OMEN,SOVA
556,Ascent,13,6,7,CYPHER,NEON,OMEN,SOVA,BREACH
557,Sunset,10,4,6,KILLJOY,OMEN,KAYO,JETT,SOVA
558,Sunset,13,6,7,CYPHER,JETT,OMEN,SOVA,DEADLOCK
559,Abyss,15,7,5,SOVA,CYPHER,JETT,KAYO,OMEN
560,Abyss,17,7,5,KAYO,SOVA,ASTRA,JETT,SAGE
561,Sunset,5,4,1,SOVA,JETT,CYPHER,OMEN,KAYO
562,Sunset,13,5,8,KAYO,SAGE,JETT,SOVA,ASTRA
563,Haven,14,4,8,OMEN,CYPHER,JETT,BREACH,SOVA
564,Haven,12,4,8,KILLJOY,SOVA,JETT,BREACH,OMEN
565,Sunset,14,3,9,JETT,OMEN,CYPHER,BREACH,SOVA
566,Sunset,12,3,9,KILLJOY,BREACH,JETT,SOVA,OMEN
567,Ascent,13,7,6,KAYO,KILLJOY,OMEN,JETT,SOVA
568,Ascent,9,6,3,KILLJOY,SOVA,OMEN,KAYO,JETT
569,Abyss,7,4,3,KAYO,KILLJOY,OMEN,JETT,OMEN
570,Abyss,13,5,8,SOVA,JETT,SOVA,BREACH,KILLJOY
571,Haven,13,2,11,KAYO,OMEN,BREACH,JETT,OMEN
572,Haven,6,1,5,SOVA,CYPHER,BREACH,SOVA,NEON
573,Lotus,7,3,4,OMEN,CYPHER,CYPHER,BREACH,SOVA
574,Lotus,13,4,9,JETT,OMEN,PHOENIX,SOVA,KILLJOY
575,Sunset,13,6,7,OMEN,BREACH,ISO,CYPHER,JETT
576,Sunset,9,3,6,OMEN,GEKKO,KILLJOY,FADE,RAZE
577,Haven,11,3,8,ISO,SOVA,NEON,CYPHER,OMEN
578,Haven,13,4,9,JETT,BREACH,KILLJOY,SOVA,OMEN
579,Abyss,7,3,4,NEON,ISO,SOVA,CYPHER,OMEN
580,Abyss,13,8,5,JETT,BREACH,KILLJOY,SOVA,OMEN
581,Sunset,13,7,6,SOVA,CYPHER,OMEN,BREACH,NEON
582,Sunset,8,6,2,NEON,SOVA,CYPHER,ISO,CLOVE
583,Ascent,13,9,4,OMEN,CYPHER,BREACH,SOVA,NEON
584,Ascent,6,3,3,NEON,ISO,CYPHER,CLOVE,SOVA
585,Ascent,13,8,5,YORU,CYPHER,OMEN,SOVA,DEADLOCK
586,Ascent,5,1,4,KILLJOY,ASTRA,JETT,SOVA,PHOENIX
587,Sunset,13,5,8,YORU,SOVA,CYPHER,OMEN,DEADLOCK
588,Sunset,9,2,7,ASTRA,KILLJOY,SOVA,JETT,PHOENIX
589,Bind,13,10,3,HARBOR,KILLJOY,SOVA,YORU,ASTRA
590,Bind,4,2,2,SOVA,OMEN,JETT,CYPHER,KAYO
591,Abyss,13,5,8,HARBOR,KILLJOY,SOVA,YORU,ASTRA
592,Abyss,10,3,7,SOVA,OMEN,JETT,CYPHER,KAYO
593,Lotus,13,6,7,NEON,SOVA,OMEN,BREACH,CYPHER
594,Lotus,11,5,6,YORU,NEON,SOVA,BREACH,OMEN
595,Ascent,3,0,3,SOVA,NEON,CYPHER,OMEN,BREACH
596,Ascent,13,9,4,YORU,NEON,BREACH,OMEN,SOVA
597,cebox,13,5,8,SOVA,VYSE,KILLJOY,JETT,OMEN
598,cebox,9,4,5,NEON,YORU,SOVA,OMEN,HARBOR
599,Sunset,12,5,7,GEKKO,OMEN,YORU,BREACH,CYPHER
600,Sunset,14,5,7,OMEN,CYPHER,GEKKO,NEON,BREACH
601,cebox,13,8,5,CYPHER,BREACH,YORU,GEKKO,OMEN
602,cebox,6,2,4,OMEN,GEKKO,CYPHER,BREACH,NEON
603,Haven,13,5,8,KAYO,KILLJOY,OMEN,VIPER,GEKKO
604,Haven,9,2,7,GEKKO,KILLJOY,OMEN,VIPER,REYNA
605,Abyss,11,7,4,JETT,KAYO,OMEN,CYPHER,SOVA
606,Abyss,13,8,5,CYPHER,OMEN,GEKKO,JETT,SOVA
607,cebox,4,0,4,KAYO,JETT,CYPHER,OMEN,SOVA
608,cebox,13,8,5,CYPHER,OMEN,JETT,GEKKO,SOVA
609,Haven,9,8,1,NEON,SOVA,OMEN,BREACH,CYPHER
610,Haven,13,9,4,KILLJOY,VIPER,OMEN,SKYE,JETT
611,Ascent,6,5,1,SOVA,NEON,OMEN,BREACH,CYPHER
612,Ascent,13,6,7,KILLJOY,VIPER,OMEN,SKYE,JETT
613,Bind,13,3,9,SKYE,VIPER,RAZE,GEKKO,BRIMSTONE
614,Bind,15,3,9,CYPHER,RAZE,OMEN,BREACH,SKYE
615,cebox,14,5,7,SKYE,GEKKO,VIPER,RAZE,BRIMSTONE
616,cebox,12,5,7,OMEN,CYPHER,RAZE,SKYE,BREACH
617,Sunset,13,5,8,GEKKO,SOVA,KILLJOY,VIPER,JETT
618,Sunset,11,4,7,VIPER,JETT,KILLJOY,SOVA,ISO
619,Lotus,9,3,6,SOVA,RAZE,KILLJOY,OMEN,GEKKO
620,Lotus,13,4,9,BREACH,OMEN,CYPHER,NEON,SOVA
621,Abyss,9,4,5,RAZE,KILLJOY,SOVA,OMEN,GEKKO
622,Abyss,13,7,6,BREACH,NEON,CYPHER,OMEN,SOVA
623,Bind,8,1,7,JETT,OMEN,CYPHER,SOVA,PHOENIX
624,Bind,13,5,8,JETT,KAYO,OMEN,CYPHER,SOVA
625,Sunset,0,0,0,CYPHER,BREACH,SOVA,OMEN,RAZE
626,Sunset,13,12,1,OMEN,NEON,SOVA,CYPHER,BREACH
627,Haven,2,2,0,CYPHER,BREACH,SOVA,OMEN,RAZE
628,Haven,13,3,10,SOVA,NEON,CYPHER,OMEN,BREACH
629,Sunset,5,1,4,CYPHER,NEON,SOVA,BREACH,OMEN
630,Sunset,13,8,5,NEON,OMEN,BREACH,SOVA,CYPHER
631,Haven,13,10,3,NEON,CYPHER,SOVA,OMEN,BREACH
632,Haven,3,1,2,NEON,OMEN,SOVA,BREACH,CYPHER
633,Abyss,13,9,4,ISO,OMEN,YORU,SOVA,CYPHER
634,Abyss,9,6,3,NEON,CYPHER,OMEN,BREACH,SOVA
635,Sunset,13,10,3,CYPHER,KAYO,NEON,SOVA,OMEN
636,Sunset,4,2,2,NEON,BREACH,CYPHER,GEKKO,OMEN
637,Bind,13,10,3,CYPHER,KAYO,NEON,OMEN,SOVA
638,Bind,5,3,2,NEON,BREACH,CYPHER,GEKKO,OMEN
639,cebox,11,5,6,VIPER,KILLJOY,SAGE,SOVA,JETT
640,cebox,13,6,7,OMEN,VIPER,KAYO,GEKKO,KILLJOY
641,Sunset,13,5,8,VIPER,JETT,SAGE,KILLJOY,SOVA
642,Sunset,11,4,7,OMEN,VIPER,GEKKO,KAYO,KILLJOY
643,Haven,12,5,7,CYPHER,NEON,BREACH,OMEN,SOVA
644,Haven,14,5,7,YORU,CYPHER,GEKKO,BREACH,OMEN
645,Sunset,10,4,6,CYPHER,BREACH,SOVA,OMEN,NEON
646,Sunset,13,5,8,SOVA,BREACH,NEON,CYPHER,OMEN
647,Abyss,13,7,6,BREACH,NEON,SOVA,CYPHER,OMEN
648,Abyss,7,6,1,BREACH,CYPHER,SOVA,NEON,OMEN
649,Bind,13,3,10,SOVA,JETT,KAYO,CYPHER,OMEN
650,Bind,10,1,9,JETT,SOVA,OMEN,KAYO,CYPHER
651,Sunset,13,6,7,NEON,SOVA,BREACH,OMEN,CYPHER
652,Sunset,10,5,5,RAZE,BREACH,OMEN,CYPHER,SOVA
653,Haven,13,9,4,NEON,SOVA,CYPHER,OMEN,BREACH
654,Haven,11,8,3,BREACH,OMEN,RAZE,SOVA,CYPHER
655,Abyss,2,0,2,KAYO,OMEN,CYPHER,JETT,SOVA
656,Abyss,13,10,3,SOVA,ASTRA,BREACH,JETT,CYPHER
657,Haven,7,4,3,KAYO,SOVA,CYPHER,OMEN,JETT
658,Haven,13,5,8,SOVA,ASTRA,BREACH,JETT,CYPHER
659,Haven,13,9,4,DEADLOCK,YORU,ASTRA,BREACH,KILLJOY
660,Haven,7,4,3,YORU,ISO,CYPHER,OMEN,SOVA
661,Bind,13,5,8,YORU,DEADLOCK,BREACH,ASTRA,KILLJOY
662,Bind,8,4,4,YORU,ISO,CYPHER,SOVA,OMEN
663,Lotus,13,4,9,CLOVE,KAYO,OMEN,NEON,FADE
664,Lotus,7,3,4,NEON,CYPHER,BREACH,SOVA,OMEN
665,Sunset,13,8,5,CLOVE,NEON,FADE,KAYO,OMEN
666,Sunset,6,2,4,NEON,SOVA,CYPHER,BREACH,OMEN
667,Haven,4,0,4,SKYE,KILLJOY,OMEN,VIPER,JETT
668,Haven,13,8,5,SOVA,OMEN,JETT,KILLJOY,BREACH
669,Lotus,13,8,5,OMEN,KILLJOY,JETT,SKYE,VIPER
670,Lotus,10,6,4,OMEN,KILLJOY,SOVA,JETT,BREACH
671,cebox,9,6,3,RAZE,OMEN,VIPER,KILLJOY,FADE
672,cebox,13,7,6,OMEN,CYPHER,FADE,YORU,BREACH
673,Sunset,13,7,6,OMEN,NEON,BREACH,CYPHER,GEKKO
674,Sunset,11,6,5,NEON,BREACH,CYPHER,SOVA,OMEN
675,cebox,11,5,6,NEON,GEKKO,OMEN,CYPHER,BREACH
676,cebox,13,6,7,CYPHER,BREACH,NEON,SOVA,OMEN
677,Abyss,9,4,5,REYNA,GEKKO,KILLJOY,OMEN,VIPER
678,Abyss,13,7,6,JETT,SOVA,KILLJOY,KAYO,VIPER
679,Abyss,13,7,6,JETT,VIPER,SOVA,YORU,ASTRA
680,Abyss,10,6,4,JETT,OMEN,KAYO,ASTRA,SOVA
681,Haven,13,3,10,JETT,VIPER,SOVA,YORU,ASTRA
682,Haven,6,2,4,JETT,OMEN,KAYO,SOVA,ASTRA
683,Bind,13,7,6,BREACH,CYPHER,YORU,RAZE,OMEN
684,Bind,6,1,5,CYPHER,VIPER,RAZE,SKYE,OMEN
685,Haven,13,10,3,YORU,CYPHER,OMEN,BREACH,RAZE
686,Haven,3,1,2,CYPHER,VIPER,SKYE,RAZE,OMEN
687,Sunset,13,5,7,CYPHER,SOVA,NEON,BREACH,OMEN
688,Sunset,15,5,7,NEON,CYPHER,BREACH,SOVA,OMEN
689,Haven,7,2,5,CYPHER,NEON,SOVA,BREACH,OMEN
690,Haven,13,3,10,NEON,CYPHER,BREACH,OMEN,SOVA
691,cebox,6,1,5,VIPER,OMEN,GEKKO,REYNA,KILLJOY
692,cebox,13,7,6,JETT,KILLJOY,HARBOR,VIPER,SOVA
693,Bind,13,9,4,VIPER,OMEN,REYNA,KILLJOY,GEKKO
694,Bind,6,3,3,JETT,KILLJOY,HARBOR,VIPER,SOVA
695,Haven,5,3,2,RAZE,BRIMSTONE,DEADLOCK,SKYE,GEKKO
696,Haven,13,4,9,RAZE,VIPER,BRIMSTONE,SKYE,GEKKO
697,Abyss,13,4,9,JETT,KAYO,SOVA,OMEN,CYPHER
698,Abyss,8,3,5,CYPHER,ASTRA,JETT,BREACH,GEKKO
699,Sunset,3,3,0,SOVA,KAYO,JETT,OMEN,CYPHER
700,Sunset,13,4,9,ASTRA,CYPHER,BREACH,JETT,GEKKO
701,Haven,13,9,4,GEKKO,RAZE,BREACH,CYPHER,OMEN
702,Haven,7,4,3,SOVA,BREACH,OMEN,CYPHER,NEON
703,Bind,8,5,3,VIPER,BRIMSTONE,RAZE,FADE,GEKKO
704,Bind,13,6,7,BRIMSTONE,BREACH,CYPHER,DEADLOCK,NEON
705,Sunset,13,7,6,RAZE,VIPER,FADE,BRIMSTONE,GEKKO
706,Sunset,5,0,5,CYPHER,BREACH,BRIMSTONE,NEON,DEADLOCK
707,Lotus,13,6,7,NEON,CYPHER,OMEN,SOVA,BREACH
708,Lotus,9,5,4,CYPHER,NEON,BREACH,GEKKO,OMEN
709,Lotus,7,3,4,NEON,BREACH,YORU,OMEN,SOVA
710,Lotus,13,8,5,CLOVE,KAYO,FADE,OMEN,NEON
711,Haven,9,6,3,YORU,NEON,BREACH,OMEN,SOVA
712,Haven,13,7,6,CLOVE,KAYO,FADE,OMEN,NEON
713,Sunset,14,4,8,YORU,CYPHER,OMEN,GEKKO,BREACH
714,Sunset,12,4,8,NEON,OMEN,CYPHER,SOVA,BREACH
715,cebox,15,8,4,OMEN,YORU,GEKKO,BREACH,CYPHER
716,cebox,13,8,4,OMEN,NEON,CYPHER,BREACH,SOVA
717,Bind,12,4,8,RAZE,VIPER,BRIMSTONE,FADE,GEKKO
